login,password,best_scoreMichalina,03ac674216f3e15c761ee1a5e255f067953623c8b388b4459e13f978d7c846f4,0
Michalina,03ac674216f3e15c761ee1a5e255f067953623c8b388b4459e13f978d7c846f4,0
Michalina,86032438e99f88e2e34cab4f3937f2cac7d2ef66761b88414ade4f9bea2b3c66,0
Michalina,86032438e99f88e2e34cab4f3937f2cac7d2ef66761b88414ade4f9bea2b3c66,0
Michalina,86032438e99f88e2e34cab4f3937f2cac7d2ef66761b88414ade4f9bea2b3c66,0
Michalina,86032438e99f88e2e34cab4f3937f2cac7d2ef66761b88414ade4f9bea2b3c66,0
Michalina,86032438e99f88e2e34cab4f3937f2cac7d2ef66761b88414ade4f9bea2b3c66,0
Michalina,86032438e99f88e2e34cab4f3937f2cac7d2ef66761b88414ade4f9bea2b3c66,0
Michalina,86032438e99f88e2e34cab4f3937f2cac7d2ef66761b88414ade4f9bea2b3c66,0
Michalina,86032438e99f88e2e34cab4f3937f2cac7d2ef66761b88414ade4f9bea2b3c66,0
Michalina,86032438e99f88e2e34cab4f3937f2cac7d2ef66761b88414ade4f9bea2b3c66,0
Michalina,a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,0
MIchalina,9ea76ed7267f214add3f621b9dc8a30f3ec3e8062ac7182237212a63b76c9056,0
Michalian,012055fe8128a75258aac3f5752a35ec214a189fa5b4608ae4983916e908f975,0
Midsv,114d660c600780f420d4aeb8876050af72132677864e5f2e8a981e9f2f37ee2f,0
Michalina,86032438e99f88e2e34cab4f3937f2cac7d2ef66761b88414ade4f9bea2b3c66,0
srb,1250ba6fea771b3b30f2ab78d2c6ab0e5a3c28bb0970b7a02cc4a0f020c45bd3,0
WEVb,3c988afae5e6a965b25ac3f7aa4877e24fff3ad05ed369dbf8462773a474b51e,0
WEVb,3c988afae5e6a965b25ac3f7aa4877e24fff3ad05ed369dbf8462773a474b51e,0
WEVb,3c988afae5e6a965b25ac3f7aa4877e24fff3ad05ed369dbf8462773a474b51e,0
WEVb,3c988afae5e6a965b25ac3f7aa4877e24fff3ad05ed369dbf8462773a474b51e,0
WEVb,3c988afae5e6a965b25ac3f7aa4877e24fff3ad05ed369dbf8462773a474b51e,0
Michalina,86032438e99f88e2e34cab4f3937f2cac7d2ef66761b88414ade4f9bea2b3c66,0
Michalina,86032438e99f88e2e34cab4f3937f2cac7d2ef66761b88414ade4f9bea2b3c66,0
Michalina,86032438e99f88e2e34cab4f3937f2cac7d2ef66761b88414ade4f9bea2b3c66,0
MIchalina,86032438e99f88e2e34cab4f3937f2cac7d2ef66761b88414ade4f9bea2b3c66,0
MI,b831b33e0c05b45e15bbdd9b3bfa43825fee0aa0b6e5a54e31e2bd8b073b76b7,0
MI,b831b33e0c05b45e15bbdd9b3bfa43825fee0aa0b6e5a54e31e2bd8b073b76b7,0
Michalina,86032438e99f88e2e34cab4f3937f2cac7d2ef66761b88414ade4f9bea2b3c66,0
Michalina,86032438e99f88e2e34cab4f3937f2cac7d2ef66761b88414ade4f9bea2b3c66,0
MIchalina,86032438e99f88e2e34cab4f3937f2cac7d2ef66761b88414ade4f9bea2b3c66,0
Michalina,86032438e99f88e2e34cab4f3937f2cac7d2ef66761b88414ade4f9bea2b3c66,0
SDF,18ee24150dcb1d96752a4d6dd0f20dfd8ba8c38527e40aa8509b7adecf78f9c6,0
Michalina,86032438e99f88e2e34cab4f3937f2cac7d2ef66761b88414ade4f9bea2b3c66,0
